name_document,len_tess,len_llm,levenshtein_distance,normalized_levenshtein,jaro_winkler_similarity,word_error_rate,sequence_matcher_ratio,length_difference,key,layout,binary
rsc37_rsc176_711.txt,3507,3353,690,0.19674935842600513,0.8075475314376801,0.5031746031746032,0.14752186588921282,-154,normal,0,0
rsc37_rsc176_383.txt,2873,2790,201,0.06996171249564914,0.8975026426236793,0.2944915254237288,0.4704220377891577,-83,normal,0,0
rsc37_rsc176_809.txt,3555,3482,754,0.2120956399437412,0.8113296403547187,0.47351524879614765,0.36890720477476197,-73,normal,0,0
rsc37_rsc176_589.txt,3550,3196,868,0.24450704225352113,0.7888028391239578,0.4928909952606635,0.3222650459531574,-354,normal,0,0
rsc37_rsc176_664.txt,3152,2987,1410,0.4473350253807107,0.8621895653826592,0.6890034364261168,0.19319107346473366,-165,normal,0,0
rsc37_rsc176_367.txt,3813,3739,384,0.1007081038552321,0.8240297434247457,0.39228295819935693,0.1517478813559322,-74,normal,0,0
rsc37_rsc176_625.txt,3305,3240,712,0.21543116490166414,0.8027472660518372,0.5226480836236934,0.17662337662337663,-65,normal,0,0
rsc37_rsc176_628.txt,3765,3419,782,0.20770252324037183,0.806519730323449,0.48833592534992226,0.5075167037861915,-346,normal,0,0
rsc37_rsc176_557.txt,3751,3642,604,0.1610237270061317,0.8187670330390948,0.4025157232704403,0.5521439199242527,-109,normal,0,0
rsc37_rsc176_717.txt,5396,1988,3896,0.7220163083765753,0.626989325159422,0.8977556109725686,0.0815276273022752,-3408,normal,0,0
rsc37_rsc176_361.txt,3649,2695,1761,0.4825979720471362,0.7432144895450475,0.6645569620253164,0.2537831021437579,-954,normal,0,0
rsc37_rsc176_583.txt,2942,2242,1749,0.5944935418082937,0.7303415341537071,0.8472440944881889,0.21026234567901234,-700,normal,0,0
rsc37_rsc176_480.txt,3139,3077,515,0.16406498884995221,0.8169892189213211,0.37573385518590996,0.5257400257400258,-62,normal,0,0
rsc37_rsc176_873.txt,9785,8548,2306,0.2356668369954011,0.8410107392902544,0.4328782707622298,0.18414880270550374,-1237,normal,0,0
rsc37_rsc176_477.txt,3958,3912,823,0.207933299646286,0.8121576944688039,0.5169753086419753,0.47547649301143585,-46,normal,0,0
