total_length,num_lines,avg_line_length,num_words,avg_word_length,non_ascii_chars,short_lines,garbage_lines,alphabetic_letter_count,filename,version
3197,116,27.560344827586206,587,4.042589437819421,74,56,53,2235,rsc37_rsc176_336.txt,binary
3933,161,24.428571428571427,730,3.856164383561644,76,76,73,2649,rsc37_rsc176_702.txt,binary
3979,144,27.631944444444443,704,4.215909090909091,87,71,67,2829,rsc37_rsc176_830.txt,binary
3490,147,23.741496598639454,651,3.9907834101382487,89,84,73,2465,rsc37_rsc176_734.txt,binary
3334,116,28.74137931034483,580,4.355172413793103,69,54,51,2391,rsc37_rsc176_635.txt,binary
3393,147,23.081632653061224,629,3.944356120826709,68,78,61,2285,rsc37_rsc176_490.txt,binary
3700,159,23.270440251572328,757,3.430647291941876,74,88,81,2434,rsc37_rsc176_725.txt,binary
3912,139,28.14388489208633,719,4.019471488178025,65,70,67,2771,rsc37_rsc176_728.txt,binary
4468,142,31.464788732394368,760,4.527631578947369,104,62,53,3279,rsc37_rsc176_606.txt,binary
4355,139,31.33093525179856,773,4.121604139715394,88,62,65,3048,rsc37_rsc176_693.txt,binary
3557,125,28.456,580,4.701724137931034,69,64,59,2617,rsc37_rsc176_843.txt,binary
3648,160,22.8,669,3.9237668161434978,94,90,82,2490,rsc37_rsc176_722.txt,binary
4934,120,41.11666666666667,835,4.667065868263473,44,39,38,3824,rsc37_rsc176_293.txt,binary
5032,277,18.166064981949457,950,3.813684210526316,97,176,139,3419,rsc37_rsc176_631.txt,binary
3524,96,36.708333333333336,603,4.416252072968491,82,40,37,2528,rsc37_rsc176_871.txt,binary
3750,111,33.78378378378378,630,4.56031746031746,93,48,41,2718,rsc37_rsc176_806.txt,binary
4275,187,22.86096256684492,768,4.14453125,103,101,86,3048,rsc37_rsc176_876.txt,binary
3414,149,22.91275167785235,585,4.425641025641026,58,77,57,2543,rsc37_rsc176_548.txt,binary
3560,144,24.72222222222222,651,4.04915514592934,59,80,75,2526,rsc37_rsc176_699.txt,binary
3886,147,26.435374149659864,704,4.208806818181818,68,74,64,2792,rsc37_rsc176_402.txt,binary
2820,129,21.86046511627907,461,4.752711496746204,35,69,60,2140,rsc37_rsc176_827.txt,binary
3219,120,26.825,568,4.255281690140845,75,64,57,2276,rsc37_rsc176_835.txt,binary
3201,81,39.51851851851852,539,4.679035250463822,89,27,27,2400,rsc37_rsc176_566.txt,normal
3050,138,22.10144927536232,496,4.786290322580645,40,73,62,2306,rsc37_rsc176_525.txt,normal
2111,173,12.202312138728324,375,3.8693333333333335,35,116,105,1357,rsc37_rsc176_1043.txt,normal
3032,102,29.725490196078432,496,4.860887096774194,36,49,47,2356,rsc37_rsc176_399.txt,normal
234,43,5.441860465116279,59,2.169491525423729,4,34,27,122,rsc37_rsc176_638.txt,normal
3693,103,35.85436893203884,641,4.461778471138846,56,47,44,2737,rsc37_rsc176_714.txt,normal
4810,282,17.05673758865248,817,4.500611995104039,68,172,140,3533,rsc37_rsc176_595.txt,normal
2982,308,9.681818181818182,750,2.0653333333333332,61,205,190,1377,rsc37_rsc176_484.txt,normal
3512,120,29.266666666666666,570,4.850877192982456,82,59,59,2651,rsc37_rsc176_837.txt,normal
3059,115,26.6,495,4.903030303030303,16,60,56,2384,rsc37_rsc176_551.txt,normal
2959,183,16.169398907103826,550,3.9672727272727273,60,124,71,2074,rsc37_rsc176_816.txt,normal
4637,108,42.93518518518518,781,4.781049935979514,83,27,27,3625,rsc37_rsc176_291.txt,normal
2850,61,46.721311475409834,469,4.963752665245202,53,15,15,2260,rsc37_rsc176_278.txt,normal
106,38,2.789473684210526,18,2.2777777777777777,2,32,28,39,rsc37_rsc176_690.txt,normal
3355,112,29.955357142857142,604,4.279801324503311,51,54,52,2466,rsc37_rsc176_867.txt,normal
3826,114,33.56140350877193,647,4.666151468315301,80,42,41,2918,rsc37_rsc176_601.txt,normal
2902,106,27.37735849056604,512,4.40234375,49,52,43,2162,rsc37_rsc176_390.txt,normal
3926,93,42.215053763440864,660,4.740909090909091,55,27,27,3067,rsc37_rsc176_603.txt,normal
3502,163,21.484662576687118,595,4.534453781512605,90,89,69,2566,rsc37_rsc176_840.txt,normal
3404,83,41.01204819277108,568,4.776408450704225,63,31,25,2638,rsc37_rsc176_283.txt,normal
3563,118,30.194915254237287,627,4.382775119617225,59,58,51,2654,rsc37_rsc176_711.txt,normal
2906,77,37.74025974025974,468,4.9081196581196584,48,30,27,2232,rsc37_rsc176_383.txt,normal
3606,112,32.19642857142857,608,4.621710526315789,88,50,43,2646,rsc37_rsc176_809.txt,normal
3603,118,30.533898305084747,615,4.546341463414634,89,49,45,2682,rsc37_rsc176_589.txt,normal
3201,108,29.63888888888889,554,4.404332129963899,81,46,44,2299,rsc37_rsc176_664.txt,normal
3855,98,39.33673469387755,637,4.861852433281005,55,37,34,3031,rsc37_rsc176_367.txt,normal
3375,118,28.60169491525424,590,4.440677966101695,74,56,57,2474,rsc37_rsc176_625.txt,normal
3829,123,31.130081300813007,649,4.604006163328197,63,63,57,2889,rsc37_rsc176_628.txt,normal
3804,113,33.663716814159294,633,4.731437598736177,74,50,46,2873,rsc37_rsc176_557.txt,normal
5588,409,13.662591687041564,1092,3.52014652014652,103,241,193,3584,rsc37_rsc176_717.txt,normal
3721,151,24.642384105960264,635,4.603149606299213,57,80,62,2830,rsc37_rsc176_361.txt,normal
3081,240,12.8375,622,3.4807073954983925,47,152,127,2009,rsc37_rsc176_583.txt,normal
3207,119,26.949579831932773,504,4.982142857142857,58,58,56,2431,rsc37_rsc176_480.txt,normal
9883,242,40.83884297520661,1742,4.452353616532721,183,91,85,7524,rsc37_rsc176_873.txt,normal
4026,124,32.46774193548387,667,4.755622188905547,59,60,56,3054,rsc37_rsc176_477.txt,normal
3114,139,22.402877697841728,569,4.059753954305799,75,78,64,2200,rsc37_rsc176_516.txt,normal
2449,89,27.51685393258427,430,4.397674418604651,45,38,39,1774,rsc37_rsc176_686.txt,normal
3347,250,13.388,600,4.193333333333333,67,135,117,2378,rsc37_rsc176_598.txt,normal
3138,78,40.23076923076923,527,4.738140417457306,82,25,21,2396,rsc37_rsc176_560.txt,normal
4054,121,33.50413223140496,668,4.866766467065868,20,54,54,3176,rsc37_rsc176_648.txt,normal
99,30,3.3,18,2.7777777777777777,1,23,20,48,rsc37_rsc176_708.txt,normal
3197,89,35.92134831460674,517,4.990328820116054,9,31,28,2540,rsc37_rsc176_501.txt,normal
871,264,3.2992424242424243,129,3.193798449612403,13,228,206,374,rsc37_rsc176_364.txt,normal
3121,214,14.58411214953271,551,4.246823956442832,55,161,97,2227,rsc37_rsc176_336.txt,normal
2089,361,5.786703601108033,427,3.2060889929742387,32,234,168,1268,rsc37_rsc176_702.txt,normal
3625,96,37.760416666666664,596,4.833892617449664,80,34,34,2741,rsc37_rsc176_830.txt,normal
3247,120,27.058333333333334,595,4.231932773109244,68,62,57,2379,rsc37_rsc176_734.txt,normal
3053,93,32.82795698924731,521,4.585412667946257,56,40,40,2284,rsc37_rsc176_635.txt,normal
1657,182,9.104395604395604,301,4.033222591362127,28,116,89,1118,rsc37_rsc176_490.txt,normal
2945,124,23.75,553,4.039783001808318,56,72,64,2125,rsc37_rsc176_725.txt,normal
3436,116,29.620689655172413,606,4.391089108910891,56,57,54,2568,rsc37_rsc176_728.txt,normal
4421,133,33.2406015037594,731,4.679890560875513,112,62,58,3244,rsc37_rsc176_606.txt,normal
4069,167,24.365269461077844,735,4.182312925170068,67,92,81,2951,rsc37_rsc176_693.txt,normal
3403,107,31.80373831775701,554,4.830324909747293,61,50,50,2577,rsc37_rsc176_843.txt,normal
3252,105,30.97142857142857,590,4.237288135593221,61,50,48,2407,rsc37_rsc176_722.txt,normal
4968,123,40.390243902439025,862,4.540603248259861,59,42,41,3827,rsc37_rsc176_293.txt,normal
4277,147,29.095238095238095,740,4.535135135135135,64,69,60,3229,rsc37_rsc176_631.txt,normal
3716,143,25.986013986013987,627,4.36682615629984,76,82,76,2635,rsc37_rsc176_871.txt,normal
3588,112,32.035714285714285,579,4.860103626943006,89,52,52,2677,rsc37_rsc176_806.txt,normal
709,97,7.309278350515464,143,3.2937062937062938,7,65,55,437,rsc37_rsc176_876.txt,normal
3230,97,33.29896907216495,539,4.719851576994434,39,36,34,2501,rsc37_rsc176_548.txt,normal
3244,116,27.96551724137931,561,4.5115864527629235,49,63,55,2443,rsc37_rsc176_699.txt,normal
3350,299,11.20401337792642,710,3.054929577464789,46,219,157,1923,rsc37_rsc176_402.txt,normal
2715,101,26.88118811881188,449,4.797327394209354,27,49,45,2108,rsc37_rsc176_827.txt,normal
1514,87,17.402298850574713,288,3.8472222222222223,36,52,49,1034,rsc37_rsc176_835.txt,normal
3407,139,24.510791366906474,571,4.633975481611208,82,76,73,2516,rsc37_rsc176_566.txt,normal_cut
2955,123,24.024390243902438,493,4.675456389452332,32,61,58,2248,rsc37_rsc176_525.txt,normal_cut
1856,79,23.49367088607595,337,4.166172106824926,39,44,43,1329,rsc37_rsc176_1043.txt,normal_cut
1945,79,24.620253164556964,307,5.003257328990228,23,46,45,1501,rsc37_rsc176_399.txt,normal_cut
1285,199,6.457286432160804,231,2.987012987012987,15,162,155,639,rsc37_rsc176_638.txt,normal_cut
3450,105,32.857142857142854,616,4.246753246753247,54,45,43,2505,rsc37_rsc176_714.txt,normal_cut
5104,214,23.850467289719628,858,4.630536130536131,62,118,114,3834,rsc37_rsc176_595.txt,normal_cut
10143,282,35.96808510638298,1743,4.588066551921973,165,116,113,7727,rsc37_rsc176_484.txt,normal_cut
3217,112,28.723214285714285,522,4.863984674329502,78,52,51,2425,rsc37_rsc176_837.txt,normal_cut
3122,150,20.813333333333333,516,4.7189922480620154,27,86,81,2376,rsc37_rsc176_551.txt,normal_cut
3978,135,29.466666666666665,646,4.690402476780186,84,60,59,2918,rsc37_rsc176_816.txt,normal_cut
4616,102,45.254901960784316,782,4.760869565217392,83,21,21,3617,rsc37_rsc176_291.txt,normal_cut
2974,88,33.79545454545455,499,4.783567134268537,56,35,36,2315,rsc37_rsc176_278.txt,normal_cut
1218,166,7.337349397590361,215,3.3767441860465115,19,129,126,693,rsc37_rsc176_690.txt,normal_cut
2204,73,30.19178082191781,397,4.133501259445844,38,41,39,1570,rsc37_rsc176_867.txt,normal_cut
3853,96,40.135416666666664,651,4.692780337941628,86,29,29,2952,rsc37_rsc176_601.txt,normal_cut
2830,97,29.175257731958762,474,4.670886075949367,53,38,37,2122,rsc37_rsc176_390.txt,normal_cut
3854,146,26.397260273972602,644,4.616459627329193,60,84,82,2911,rsc37_rsc176_603.txt,normal_cut
3759,140,26.85,646,4.431888544891641,89,67,62,2726,rsc37_rsc176_840.txt,normal_cut
3324,74,44.91891891891892,551,4.7749546279491835,63,25,25,2553,rsc37_rsc176_283.txt,normal_cut
3618,118,30.661016949152543,647,4.2642967542503865,55,53,51,2639,rsc37_rsc176_711.txt,normal_cut
2883,142,20.302816901408452,453,4.686534216335541,59,96,93,2062,rsc37_rsc176_383.txt,normal_cut
3635,142,25.598591549295776,649,4.228043143297381,90,70,65,2586,rsc37_rsc176_809.txt,normal_cut
3571,129,27.68217054263566,628,4.382165605095541,88,57,55,2635,rsc37_rsc176_589.txt,normal_cut
3506,143,24.517482517482517,620,4.248387096774193,89,72,67,2491,rsc37_rsc176_664.txt,normal_cut
3188,96,33.208333333333336,554,4.458483754512636,57,41,40,2405,rsc37_rsc176_367.txt,normal_cut
3482,208,16.740384615384617,648,3.816358024691358,60,130,118,2330,rsc37_rsc176_625.txt,normal_cut
2930,89,32.92134831460674,514,4.28988326848249,51,45,44,2118,rsc37_rsc176_628.txt,normal_cut
3769,139,27.115107913669064,650,4.5,81,70,66,2799,rsc37_rsc176_557.txt,normal_cut
5253,240,21.8875,911,4.362239297475302,79,143,141,3816,rsc37_rsc176_717.txt,normal_cut
4028,196,20.551020408163264,704,4.356534090909091,73,108,104,2981,rsc37_rsc176_361.txt,normal_cut
2066,119,17.361344537815125,400,3.605,38,83,79,1359,rsc37_rsc176_583.txt,normal_cut
3062,110,27.836363636363636,503,4.783300198807157,54,48,47,2328,rsc37_rsc176_480.txt,normal_cut
9933,250,39.732,1760,4.415909090909091,192,100,99,7554,rsc37_rsc176_873.txt,normal_cut
4542,167,27.197604790419163,852,3.926056338028169,76,82,81,3212,rsc37_rsc176_477.txt,normal_cut
1243,56,22.196428571428573,217,4.096774193548387,26,38,36,843,rsc37_rsc176_516.txt,normal_cut
1797,156,11.51923076923077,336,3.630952380952381,22,113,106,1173,rsc37_rsc176_686.txt,normal_cut
3148,155,20.309677419354838,557,4.089766606822262,75,97,95,2138,rsc37_rsc176_598.txt,normal_cut
4406,101,43.62376237623762,735,4.756462585034013,114,31,30,3360,rsc37_rsc176_560.txt,normal_cut
6207,177,35.067796610169495,1044,4.760536398467433,36,66,65,4849,rsc37_rsc176_648.txt,normal_cut
984,153,6.431372549019608,183,3.2950819672131146,6,118,111,571,rsc37_rsc176_708.txt,normal_cut
3226,136,23.720588235294116,536,4.740671641791045,12,70,67,2504,rsc37_rsc176_501.txt,normal_cut
2654,181,14.662983425414364,459,4.052287581699346,49,132,126,1746,rsc37_rsc176_364.txt,normal_cut
1876,63,29.77777777777778,330,4.36969696969697,36,33,32,1385,rsc37_rsc176_336.txt,normal_cut
1261,102,12.362745098039216,222,3.981981981981982,23,69,67,841,rsc37_rsc176_702.txt,normal_cut
3148,78,40.35897435897436,525,4.786666666666667,70,27,27,2406,rsc37_rsc176_830.txt,normal_cut
4189,154,27.2012987012987,824,3.6929611650485437,94,86,82,2855,rsc37_rsc176_734.txt,normal_cut
2525,100,25.25,454,4.1607929515418505,48,53,50,1815,rsc37_rsc176_635.txt,normal_cut
2454,96,25.5625,438,4.198630136986301,46,58,52,1756,rsc37_rsc176_490.txt,normal_cut
3211,135,23.785185185185185,633,3.655608214849921,62,75,69,2159,rsc37_rsc176_725.txt,normal_cut
4710,168,28.035714285714285,895,3.8424581005586593,73,84,81,3312,rsc37_rsc176_728.txt,normal_cut
4081,171,23.86549707602339,698,4.409742120343839,88,93,89,2940,rsc37_rsc176_606.txt,normal_cut
3302,184,17.945652173913043,629,3.72972972972973,46,124,119,2235,rsc37_rsc176_693.txt,normal_cut
3776,135,27.97037037037037,634,4.648264984227129,70,62,55,2830,rsc37_rsc176_843.txt,normal_cut
2987,147,20.31972789115646,577,3.783362218370884,55,85,80,2071,rsc37_rsc176_722.txt,normal_cut
4866,108,45.05555555555556,844,4.62085308056872,39,28,28,3828,rsc37_rsc176_293.txt,normal_cut
3742,210,17.81904761904762,708,3.7231638418079096,63,135,124,2488,rsc37_rsc176_631.txt,normal_cut
3758,153,24.562091503267975,632,4.420886075949367,75,88,78,2690,rsc37_rsc176_871.txt,normal_cut
3560,120,29.666666666666668,614,4.485342019543974,81,57,56,2638,rsc37_rsc176_806.txt,normal_cut
3094,128,24.171875,542,4.326568265682657,62,78,76,2253,rsc37_rsc176_876.txt,normal_cut
3176,89,35.68539325842696,546,4.54029304029304,45,31,31,2438,rsc37_rsc176_548.txt,normal_cut
3118,127,24.551181102362204,587,3.9250425894378194,50,68,61,2200,rsc37_rsc176_699.txt,normal_cut
3797,178,21.331460674157302,664,4.257530120481928,61,107,99,2733,rsc37_rsc176_402.txt,normal_cut
2883,106,27.19811320754717,481,4.696465696465697,32,49,48,2213,rsc37_rsc176_827.txt,normal_cut
2968,133,22.31578947368421,542,3.988929889298893,56,76,74,2044,rsc37_rsc176_835.txt,normal_cut
3287,83,39.602409638554214,555,4.754954954954955,48,25,23,2542,rsc37_rsc176_566.txt,binary_hisam_inverted
2893,92,31.445652173913043,469,4.997867803837953,16,33,31,2306,rsc37_rsc176_525.txt,binary_hisam_inverted
7433,179,41.52513966480447,1326,4.464555052790347,140,50,36,5545,rsc37_rsc176_1043.txt,binary_hisam_inverted
3097,80,38.7125,511,4.929549902152642,18,24,24,2475,rsc37_rsc176_399.txt,binary_hisam_inverted
2893,79,36.620253164556964,537,4.195530726256983,31,30,27,2052,rsc37_rsc176_638.txt,binary_hisam_inverted
3615,82,44.08536585365854,637,4.54160125588697,38,27,25,2804,rsc37_rsc176_714.txt,binary_hisam_inverted
4882,120,40.68333333333333,800,4.955,35,34,33,3877,rsc37_rsc176_595.txt,binary_hisam_inverted
9763,192,50.848958333333336,1610,4.916770186335404,109,41,38,7725,rsc37_rsc176_484.txt,binary_hisam_inverted
3516,95,37.01052631578948,591,4.7478849407783414,50,30,29,2723,rsc37_rsc176_837.txt,binary_hisam_inverted
3116,94,33.148936170212764,506,4.980237154150197,15,38,36,2482,rsc37_rsc176_551.txt,binary_hisam_inverted
2969,79,37.58227848101266,498,4.698795180722891,54,27,24,2272,rsc37_rsc176_816.txt,binary_hisam_inverted
4660,104,44.80769230769231,803,4.662515566625156,50,18,17,3671,rsc37_rsc176_291.txt,binary_hisam_inverted
2898,69,42.0,488,4.840163934426229,33,18,15,2305,rsc37_rsc176_278.txt,binary_hisam_inverted
3295,84,39.226190476190474,596,4.325503355704698,53,25,23,2356,rsc37_rsc176_690.txt,binary_hisam_inverted
3176,87,36.50574712643678,566,4.4628975265017665,46,31,29,2429,rsc37_rsc176_867.txt,binary_hisam_inverted
4878,233,20.935622317596568,899,4.205784204671858,80,82,64,3642,rsc37_rsc176_601.txt,binary_hisam_inverted
2860,77,37.142857142857146,534,4.129213483146067,28,26,22,2115,rsc37_rsc176_390.txt,binary_hisam_inverted
3927,84,46.75,671,4.730253353204173,48,16,13,3121,rsc37_rsc176_603.txt,binary_hisam_inverted
3612,84,43.0,610,4.760655737704918,55,21,18,2802,rsc37_rsc176_840.txt,binary_hisam_inverted
3229,73,44.23287671232877,786,2.812977099236641,33,19,19,2072,rsc37_rsc176_283.txt,binary_hisam_inverted
3331,73,45.63013698630137,572,4.676573426573427,45,15,13,2576,rsc37_rsc176_711.txt,binary_hisam_inverted
2874,58,49.55172413793103,471,4.895966029723992,33,10,10,2260,rsc37_rsc176_383.txt,binary_hisam_inverted
3165,80,39.5625,537,4.750465549348231,43,22,20,2451,rsc37_rsc176_809.txt,binary_hisam_inverted
3451,91,37.92307692307692,580,4.755172413793104,49,29,28,2677,rsc37_rsc176_589.txt,binary_hisam_inverted
2889,63,45.857142857142854,480,4.835416666666666,43,17,15,2236,rsc37_rsc176_664.txt,binary_hisam_inverted
4249,89,47.741573033707866,710,4.873239436619718,32,19,19,3410,rsc37_rsc176_367.txt,binary_hisam_inverted
3168,80,39.6,554,4.577617328519856,23,18,15,2460,rsc37_rsc176_625.txt,binary_hisam_inverted
3713,93,39.924731182795696,636,4.690251572327044,43,34,31,2891,rsc37_rsc176_628.txt,binary_hisam_inverted
3810,90,42.333333333333336,644,4.77639751552795,51,22,20,2982,rsc37_rsc176_557.txt,binary_hisam_inverted
5114,137,37.32846715328467,862,4.738979118329467,62,49,46,3935,rsc37_rsc176_717.txt,binary_hisam_inverted
4101,97,42.27835051546392,677,4.915805022156573,44,30,26,3258,rsc37_rsc176_361.txt,binary_hisam_inverted
2800,65,43.07692307692308,543,3.994475138121547,38,15,15,2070,rsc37_rsc176_583.txt,binary_hisam_inverted
3152,77,40.935064935064936,514,4.994163424124514,19,18,17,2528,rsc37_rsc176_480.txt,binary_hisam_inverted
9619,207,46.468599033816425,1680,4.536309523809524,126,54,50,7426,rsc37_rsc176_873.txt,binary_hisam_inverted
3928,94,41.787234042553195,661,4.81089258698941,50,28,27,3088,rsc37_rsc176_477.txt,binary_hisam_inverted
